SCHOOL,DEPARTMENT,POSITION,GENDER,Name,Other
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,NOBLE MASERU,
University of Pittsburg,SCHOOL OF PUBLIC HEALTH,ASSISTANT DEAN,F, MARY M. DERKACH,
University of Pittsburg,SCHOOL OF SOCIAL WORK,DEAN,F,Elizabeth M.Z. Farmer,
University of Pittsburg,SCHOOL OF SOCIAL WORK,ASSOCIATE DEAN,F,Valire Copeland,
University of Pittsburg,SCHOOL OF SOCIAL WORK,ASSOCIATE DEAN,M,Shaun M. Eack,
University of Pittsburg,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Patrick Gallagher,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Ann Cudd,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Kris Davitt,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Kathy W. Humphrey,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Arthur S. Levine,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Rob A. Rutenbar,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Gregory A. Scott,
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Geovette Washington,
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Ariel Armony,VICE PROVOST 
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Kenyon R. Bonner,VICE PROVOST 
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,David N. DeJong,VICE PROVOST 
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Lawrence Feick,VICE PROVOST 
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Marc Harding,VICE PROVOST 
University of Pittsburg,SENIOR LEADERSHIP,OTHER,F,Laurie J. Kirsch,VICE PROVOST 
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Joseph J. McCarthy,VICE PROVOST 
University of Pittsburg,SENIOR LEADERSHIP,OTHER,F,Alberta M. Sbragia,VICE PROVOST 
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Nathan N. Urban,VICE PROVOST 
University of Pittsburg,SENIOR LEADERSHIP,OTHER,M,Stephen R. Wisniewski,VICE PROVOST 
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,"Jeremy M. Berg,",
University of Pittsburg,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,William J. Madden,
Washington University in St. Louis,SCHOOL OF ARTS AND SCIENCES,DEAN,F,Barbara Schaal ,
Washington University in St. Louis,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,F,Jami Ake,
Washington University in St. Louis,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,F,HEATHER RICE,
Washington University in St. Louis,SCHOOL OF ARTS AND SCIENCES,DEAN,M,MARK ROLLINS,
Washington University in St. Louis,SCHOOL OF ARTS AND SCIENCES,DEAN,F,JENNIFER SMITH,
Washington University in St. Louis,SCHOOL OF ARTS AND SCIENCES,ASSISTANT DEAN,F,NICOLE,
Washington University in St. Louis,SCHOOL OF ARTS AND SCIENCES,DEAN,M,WILLIAM TATE ,
Washington University in St. Louis,BROWN SCHOOL,DEAN,F,Mary M. McKay,
Washington University in St. Louis,BROWN SCHOOL,ASSOCIATE DEAN,F,Siomari Collazo Colon,
Washington University in St. Louis,BROWN SCHOOL,ASSOCIATE DEAN,F,Renee Cunningham-Williams,
Washington University in St. Louis,BROWN SCHOOL,ASSOCIATE DEAN,F,Tonya Edmond,
Washington University in St. Louis,BROWN SCHOOL,ASSOCIATE DEAN,F,Michal Grinstein-Weiss,
Washington University in St. Louis,BROWN SCHOOL,ASSOCIATE DEAN,F,Lora Iannotti,
Washington University in St. Louis,BROWN SCHOOL,ASSOCIATE DEAN,M,Sean Joe,
Washington University in St. Louis,BROWN SCHOOL,ASSOCIATE DEAN,F,Patricia Kohl,
Washington University in St. Louis,BROWN SCHOOL,ASSOCIATE DEAN,F,Carolyn Lesorogol,
Washington University in St. Louis,BROWN SCHOOL,ASSOCIATE DEAN,M,Gary Parker,
Washington University in St. Louis,BROWN SCHOOL,ASSISTANT DEAN,F,Danielle Bristow,
Washington University in St. Louis,BROWN SCHOOL,ASSISTANT DEAN,M,Dan Ferris,
Washington University in St. Louis,BROWN SCHOOL,ASSISTANT DEAN,F,Angela Hobson,
Washington University in St. Louis,BROWN SCHOOL,ASSISTANT DEAN,M,Ryan Lindsay,
Washington University in St. Louis,BROWN SCHOOL,ASSISTANT DEAN,F,Jacqueline Martinez Pullen,
Washington University in St. Louis,BROWN SCHOOL,ASSISTANT DEAN,F,Nancy B.  Mueller,
Washington University in St. Louis,BROWN SCHOOL,ASSISTANT DEAN,F,Cynthia D. Williams,
Washington University in St. Louis,BUSINESS SCHOOL,DEAN,M, Mark P. Taylor,
Washington University in St. Louis,BUSINESS SCHOOL,ASSOCIATE DEAN,M,Steve Malter,
Washington University in St. Louis,BUSINESS SCHOOL,ASSISTANT DEAN,F,Paige LaRose,
Washington University in St. Louis,BUSINESS SCHOOL,ASSISTANT DEAN,F,Lanna Skadden,
Washington University in St. Louis,SCHOOL OF DESIGN AND VISUAL ARTS,DEAN,M,Carmon Colangelo,
Washington University in St. Louis,SCHOOL OF DESIGN AND VISUAL ARTS,ASSOCIATE DEAN,F,Nicole Allen,
Washington University in St. Louis,SCHOOL OF DESIGN AND VISUAL ARTS,ASSISTANT DEAN,M,Cris Baldwin,
Washington University in St. Louis,SCHOOL OF DESIGN AND VISUAL ARTS,ASSOCIATE DEAN,F,Georgia Binnington,
Washington University in St. Louis,SCHOOL OF DESIGN AND VISUAL ARTS,ASSOCIATE DEAN,F,Bobbe Winters,
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,DEAN,M,Aaron Bobick,
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSOCIATE DEAN,M,"Benassi, Nick",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSISTANT DEAN,M,"Campa, Kris",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSOCIATE DEAN,F,"Freesmeier, Cathy",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSISTANT DEAN,F,"Groszewski, Pau",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSOCIATE DEAN,M,"Ju, Tao",VICE DEAN
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSOCIATE DEAN,M,"Kroeger, Chris",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSISTANT DEAN,M,"Laue, Ron",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSISTANT DEAN,F,"Osborn, Melanie",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,DEAN,M,"O'Sullivan, Joseph (Jody)",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSISTANT DEAN,M,"Ramsay, Christopher",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSISTANT DEAN,F,"Sanders, Empress",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSISTANT DEAN,F,"Sarai, Teresa",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSISTANT DEAN,F,"Shilling Cummins, Kim",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSOCIATE DEAN,F,"Totten, Jill",
Washington University in St. Louis,SCHOOL OF ENGINEERING AND APPLIED SCIENCE,ASSOCIATE DEAN,M,"Turner, Jay",VICE DEAN
Washington University in St. Louis,SCHOOL OF LAW,DEAN,F,Nancy Staudt ,
Washington University in St. Louis,SCHOOL OF LAW,ASSOCIATE DEAN,M,Adam Rosenzweig ,VICE DEAN
Washington University in St. Louis,SCHOOL OF LAW,ASSOCIATE DEAN,F,Rebecca Hollander-Blumoff ,VICE DEAN
Washington University in St. Louis,SCHOOL OF LAW,ASSOCIATE DEAN,F,Gail Boker ,
Washington University in St. Louis,SCHOOL OF LAW,ASSOCIATE DEAN,M,Michael Koby ,
Washington University in St. Louis,SCHOOL OF LAW,ASSOCIATE DEAN,F,Eva Ostrow ,
Washington University in St. Louis,SCHOOL OF LAW,ASSOCIATE DEAN,M,Robert Kuehn ,
Washington University in St. Louis,SCHOOL OF LAW,ASSOCIATE DEAN,F,Joyce A. McCray Pearson ,
Washington University in St. Louis,SCHOOL OF LAW,ASSOCIATE DEAN,F,Katherine Scannell ,
Washington University in St. Louis,SCHOOL OF LAW,ASSOCIATE DEAN,F,Elizabeth Walsh ,
Washington University in St. Louis,SCHOOL OF LAW,ASSOCIATE DEAN,F,Heather Wolfe,
Washington University in St. Louis,SCHOOL OF LAW,ASSISTANT DEAN,F,Mary Ann Clifford ,
Washington University in St. Louis,SCHOOL OF LAW,ASSISTANT DEAN,M,Peter Cramer ,
Washington University in St. Louis,SCHOOL OF LAW,ASSISTANT DEAN,F,Tomea Mersmann ,
Washington University in St. Louis,SCHOOL OF MEDICINE,DEAN,M,David H. Perlmutter,
Washington University in St. Louis,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Richard Stanton,
Washington University in St. Louis,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Mary Corcoran,
Washington University in St. Louis,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Melissa Hopkins,
Washington University in St. Louis,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,John Gohsman,
Washington University in St. Louis,SCHOOL OF MEDICINE,ASSOCIATE DEAN,M,Paul Schoening,
Washington University in St. Louis,SCHOOL OF MEDICINE,ASSISTANT DEAN,M,Yi Zhang,
Washington University in St. Louis,SCHOOL OF MEDICINE,ASSISTANT DEAN,F,Linda Reimann,
Washington University in St. Louis,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Mark S. Wrighton,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,David T. Blasingame,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,David H. Perlmutter,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,H. Holden Thorp,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Henry S. Webber,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Monica J. Allen,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Dedric A. Carter,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Legail Poole Chandler,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Kurt T. Dirks,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,ill Friedman,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Steven J. Givens,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Pamella A. Henson,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Amy B. Kweskin,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Jennifer K. Lodge,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Pamela S. Lokken,
Washington University in St. Louis,SENIOR LEADERSHIP,OTHER,F,Denise Stephens,VICE PROVOST 
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,William S. Stoll,
Washington University in St. Louis,SENIOR LEADERSHIP,OTHER,M,William F. Tate,VICE PROVOST 
Washington University in St. Louis,SENIOR LEADERSHIP,OTHER,F,Ronné Patrick Turner,VICE PROVOST 
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Ed Welker,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Lori S. White,
Washington University in St. Louis,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Gerhild S. Williams,
Washington University in St. Louis,SENIOR LEADERSHIP,OTHER,F,Marion G. Crain,VICE PROVOST 
Washington University in St. Louis,SENIOR LEADERSHIP,OTHER,F,Erin M. Culbreth,VICE PROVOST 
Washington University in St. Louis,SENIOR LEADERSHIP,OTHER,F,Adrienne D. Davis,VICE PROVOST 
Washington University in St. Louis,SENIOR LEADERSHIP,OTHER,F,Gerhild Scholz Williams,VICE PROVOST 
California Institute of Technology (Caltech),SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,M,Thomas F. Rosenbaum,
California Institute of Technology (Caltech),SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M, David Tirrell,
California Institute of Technology (Caltech),SENIOR LEADERSHIP,OTHER,M,Kaushik Bhattacharya,
California Institute of Technology (Caltech),SENIOR LEADERSHIP,OTHER,F, Cindy Weinstein,
California Institute of Technology (Caltech),SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,JOSEPH SHEPHERD ,
California Institute of Technology (Caltech),SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Diana Jergovic,
California Institute of Technology (Caltech),SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,Margo Steurbaut,
California Institute of Technology (Caltech),SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Ken Hargreaves,
California Institute of Technology (Caltech),UNDERGRADUATE STUDIES,DEAN,M,Kevin Gilmartin,
California Institute of Technology (Caltech),UNDERGRADUATE STUDIES,ASSOCIATE DEAN,F,Lesley Nye,
California Institute of Technology (Caltech),UNDERGRADUATE STUDIES,ASSOCIATE DEAN,F,Kristin Weyman,
California Institute of Technology (Caltech),GRADUATE STUDIES,DEAN,M,Douglas C. Rees,
California Institute of Technology (Caltech),GRADUATE STUDIES,ASSOCIATE DEAN,F,"Kate McAnulty,",
California Institute of Technology (Caltech),GRADUATE STUDIES,ASSISTANT DEAN,F,Natalie Gilmore,
McGill University,FACULTY OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES,DEAN,F,Anja Geitmann,
McGill University,FACULTY OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES,ASSOCIATE DEAN,F,Marilyn Scott,
McGill University,FACULTY OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES,ASSOCIATE DEAN,M,Jim Fyles,
McGill University,FACULTY OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES,ASSOCIATE DEAN,M,Ian Strachan,
McGill University,FACULTY OF AGRICULTURAL AND ENVIRONMENTAL SCIENCES,ASSOCIATE DEAN,F,Salwa Karboune,
McGill University,FACULTY OF ARTS ,ASSOCIATE DEAN,M,Jim Engle-Warnick,
McGill University,FACULTY OF ARTS ,ASSOCIATE DEAN,F,Gillian Lane-Mercier,
McGill University,FACULTY OF ARTS ,ASSOCIATE DEAN,F,Tabitha Sparks,
McGill University,FACULTY OF ARTS ,ASSOCIATE DEAN,F,Miranda Hickman,
McGill University,FACULTY OF ARTS ,DEAN,F,Antonia Maioni,
McGill University,SCHOOL OF CONTINUING STUDIES,DEAN,F,CAROLA WEIL,
McGill University,SCHOOL OF CONTINUING STUDIES,ASSOCIATE DEAN,F,CARMEN SICILIA,
McGill University,SCHOOL OF CONTINUING STUDIES,ASSOCIATE DEAN,M,PHILIPPE MAILHOT,
McGill University,FACULTY OF DENTISTRY,DEAN,F,Elham Emami,
McGill University,FACULTY OF DENTISTRY,ASSOCIATE DEAN,M,Samer Abi Nader ,
McGill University,FACULTY OF DENTISTRY,ASSISTANT DEAN,M,Peter Chauvin  ,
McGill University,FACULTY OF DENTISTRY,ASSOCIATE DEAN,M,Faleh Tamimi ,
McGill University,FACULTY OF DENTISTRY,ASSISTANT DEAN,F,Belinda Nicolau ,
McGill University,FACULTY OF DENTISTRY,ASSOCIATE DEAN,M,Nicholas Maroun Makhoul ,
McGill University,FACULTY OF EDUCATION,DEAN,M,Dilson Rassier,
McGill University,FACULTY OF EDUCATION,ASSOCIATE DEAN,M,Alain Breuleu,
McGill University,FACULTY OF EDUCATION,ASSOCIATE DEAN,F,Nancy Heath ,
McGill University,FACULTY OF EDUCATION,ASSOCIATE DEAN,M,Dennis Jensen,
McGill University,FACULTY OF ENGINEERING,DEAN,M,Jim Nicell,
McGill University,FACULTY OF ENGINEERING,ASSOCIATE DEAN,M,Richard Chromik,
McGill University,FACULTY OF ENGINEERING,ASSOCIATE DEAN,M,Benoit Boulet,
McGill University,FACULTY OF ENGINEERING,ASSOCIATE DEAN,M,David Frost,
McGill University,FACULTY OF ENGINEERING,ASSOCIATE DEAN,M,Laurent Mydlarski,
McGill University,GRADUATE AND POSTDOCTORAL STUDIES,DEAN,F,Josephine Nalbantoglu,
McGill University,GRADUATE AND POSTDOCTORAL STUDIES,ASSOCIATE DEAN,F,Lorraine Chalifour,
McGill University,GRADUATE AND POSTDOCTORAL STUDIES,ASSOCIATE DEAN,F,France Bouthillier,
McGill University,GRADUATE AND POSTDOCTORAL STUDIES,ASSOCIATE DEAN,M,Robin Beech,
McGill University,FACULTY OF LAW,DEAN,M,Robert Leckey,
McGill University,FACULTY OF LAW,ASSOCIATE DEAN,F,Vrinda Narain,
McGill University,FACULTY OF LAW,ASSOCIATE DEAN,M,Richard Gold,
McGill University,FACULTY OF LAW,ASSOCIATE DEAN,F,Allison Christians,
McGill University,FACULTY OF LAW,ASSISTANT DEAN,M,Brian Peebles,
McGill University,FACULTY OF LAW,ASSISTANT DEAN,F,Andra Syvänen,
McGill University,FACULTY OF MANAGEMENT,DEAN,F,Isabelle Bajeux-Besnainou,
McGill University,FACULTY OF MANAGEMENT,ASSOCIATE DEAN,M,Morty Yalovsky,VICE DEAN
McGill University,FACULTY OF MANAGEMENT,ASSOCIATE DEAN,F,Liette Lapointe,VICE DEAN
McGill University,FACULTY OF MANAGEMENT,ASSOCIATE DEAN,M,Vihang Errunza,
McGill University,FACULTY OF MANAGEMENT,ASSOCIATE DEAN,F,Patricia Hewlin,
McGill University,FACULTY OF MANAGEMENT,ASSOCIATE DEAN,M,Corey Phelps,
McGill University,FACULTY OF MEDICINE,DEAN,M,David H. Eidelman,
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Shari Baum,VICE DEAN
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,M,Samuel Benaroya,VICE DEAN
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Lesley Fellows ,VICE DEAN
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Annette Majnemer,VICE DEAN
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,M,Armand Aalamian,
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Miriam Boillat,
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Beth-Ann Cummings,
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Anita Gagnon,
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Leonora Lalla,
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Anne McKinney ,
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,M,Marc Pell,
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Aimee Ryan,
McGill University,FACULTY OF MEDICINE,ASSOCIATE DEAN,F,Laurie Snider,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,M,Gilles Brousseau ,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Evelyn Constantin ,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,M,Douglass Dalton,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Michelle Elizov,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Jessica Emed,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Paola Fata,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Deborah Friedman,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Namta Gupta,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Terence Hébert,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Regina Husa ,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Francesca Luconi,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Mélanie Mondou ,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Guylène Thériault,
McGill University,FACULTY OF MEDICINE,ASSISTANT DEAN,F,Sant'Anna,
McGill University,SCHOOL OF MUSIC,DEAN,F,Brenda Ravenscroft,
McGill University,SCHOOL OF MUSIC,ASSOCIATE DEAN,F,Lena Weman,
McGill University,SCHOOL OF MUSIC,ASSOCIATE DEAN,M,Douglas McNabney,
McGill University,SCHOOL OF MUSIC,ASSOCIATE DEAN,M,Lloyd Whitesell,
McGill University,FACULTY OF SCIENCE ,DEAN,M,Bruce Lennox,
McGill University,FACULTY OF SCIENCE ,ASSOCIATE DEAN,M,Axel Hundeme,
McGill University,FACULTY OF SCIENCE ,ASSOCIATE DEAN,F,Tamara Western,
McGill University,FACULTY OF SCIENCE ,ASSOCIATE DEAN,F,Laura Nilso,
McGill University,FACULTY OF SCIENCE ,ASSOCIATE DEAN,M,John Stix,
McGill University,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,F,SUZANNE FORTIER ,
McGill University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,LOUIS,
McGill University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,YVES,
McGill University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,MARC ,
McGill University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,CHRISTOPHER ,
McGill University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,DAVID,
McGill University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,SUZANNE FORTIER ,
McGill University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,F,MARTHA,
McGill University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,PHILIPPE  ,
McGill University,DEAN OF STUDENTS ,DEAN,M,CHRIS BUDDLE ,
McGill University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,FABRICE ,
Brown University,BIOLOGY AND MEDICINE,DEAN,M,Jack A. Elias,
Brown University,BIOLOGY AND MEDICINE,ASSOCIATE DEAN,F,Kimberly A. Galligan,EXECUTIVE DEAN
Brown University,BIOLOGY AND MEDICINE,ASSOCIATE DEAN,M,Michele G. Cyr,
Brown University,BIOLOGY AND MEDICINE,ASSOCIATE DEAN,M,Joseph A. Diaz,
Brown University,BIOLOGY AND MEDICINE,ASSOCIATE DEAN,F,Elizabeth O. Harrington,
Brown University,BIOLOGY AND MEDICINE,ASSOCIATE DEAN,M,Edward Hawrot,
Brown University,BIOLOGY AND MEDICINE,ASSOCIATE DEAN,F,Julianne Y. Ip,
Brown University,BIOLOGY AND MEDICINE,ASSISTANT DEAN,F,Maureen G. Phipps,
Brown University,BIOLOGY AND MEDICINE,ASSOCIATE DEAN,F,Sharon I. Rounds,
Brown University,BIOLOGY AND MEDICINE,ASSOCIATE DEAN,F,Katherine F. Smith,
Brown University,BIOLOGY AND MEDICINE,ASSOCIATE DEAN,F,Bethany Solomon,
Brown University,BIOLOGY AND MEDICINE,ASSOCIATE DEAN,M,"Allan R. Tunkel,",
Brown University,GRADUATE SCHOOL,DEAN,M,Andrew G. Campbell,
Brown University,GRADUATE SCHOOL,ASSOCIATE DEAN,M,Thomas A. Lewis,DEPUTY DEAN
Brown University,GRADUATE SCHOOL,ASSOCIATE DEAN,F,Vanessa Ryan,DEPUTY DEAN
Brown University,GRADUATE SCHOOL,ASSOCIATE DEAN,F,Marlina Duncan,
Brown University,GRADUATE SCHOOL,ASSOCIATE DEAN,F,Shayna Kessel,
Brown University,GRADUATE SCHOOL,ASSOCIATE DEAN,F,Maria E. Suarez,
Brown University,SCHOOL OF ENGINEERING,DEAN,M,Larry Larson,
Brown University,SCHOOL OF ENGINEERING,ASSOCIATE DEAN,F,Jennifer Casasanto,
Brown University,SCHOOL OF PUBLIC HEALTH,DEAN,F,Bess Marcus,
Brown University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Nancy Barnett,
Brown University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Caroline Kuo,
Brown University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,F,Linda Laliberte,
Brown University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,Don Operario,
Brown University,SCHOOL OF PUBLIC HEALTH,ASSOCIATE DEAN,M,David Savitz,
Brown University,SCHOOL OF PROFESSIONAL STUDIES,DEAN,F, Karen Sibley,
Brown University,SCHOOL OF PROFESSIONAL STUDIES,ASSISTANT DEAN,M,James D. Chansky,
Brown University,SCHOOL OF PROFESSIONAL STUDIES,ASSOCIATE DEAN,M,Bill Judge,
Brown University,SCHOOL OF PROFESSIONAL STUDIES,ASSOCIATE DEAN,F,Adrienne L. Marcus,
Brown University,SCHOOL OF PROFESSIONAL STUDIES,ASSOCIATE DEAN,F,Staci H. Zake,
Brown University,THE COLLEGE,DEAN,M,Rashid,
Brown University,THE COLLEGE,ASSOCIATE DEAN,M,Christopher,DEPUTY DEAN
Brown University,THE COLLEGE,ASSOCIATE DEAN,M,Oludurotimi,
Brown University,THE COLLEGE,ASSOCIATE DEAN,F,Maitrayee,
Brown University,THE COLLEGE,ASSOCIATE DEAN,M,Kendall,
Brown University,THE COLLEGE,ASSOCIATE DEAN,F,Peggy,
Brown University,THE COLLEGE,ASSOCIATE DEAN,F,Gail,
Brown University,THE COLLEGE,ASSOCIATE DEAN,F,Carol,
Brown University,THE COLLEGE,ASSOCIATE DEAN,F,Linda,
Brown University,THE COLLEGE,ASSISTANT DEAN,F,Vernicia,
Brown University,THE COLLEGE,ASSISTANT DEAN,M,Allen,
Brown University,THE COLLEGE,ASSOCIATE DEAN,M,Mathew,
Brown University,THE COLLEGE,ASSISTANT DEAN,F,Julie,
Brown University,THE COLLEGE,ASSOCIATE DEAN,F,Shannon,
Brown University,THE COLLEGE,ASSISTANT DEAN,F,Julie,
Brown University,THE COLLEGE,ASSISTANT DEAN,F,Asabe,
Brown University,THE COLLEGE,ASSOCIATE DEAN,F,Besenia,
Brown University,THE COLLEGE,ASSOCIATE DEAN,F,Yolanda,
Brown University,THE COLLEGE,ASSISTANT DEAN,F,Betsy,
Brown University,THE COLLEGE,ASSOCIATE DEAN,M,David,
Brown University,THE COLLEGE,ASSOCIATE DEAN,M,George,
Brown University,SENIOR LEADERSHIP,PRESIDENT/CHANCELLOR,F,Christina Paxson,
Brown University,SENIOR LEADERSHIP,VP/VICE CHANCELLOR,M,Richard Locke,PROVOST
